+-----------------+----+-----------------+------------------------------------------+-------------+------------------------+
| Number of Nodes | %  | Number of Edges |                 Cliques                  | Different k |          Time          |
|       141       | 25 |       2178      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.01598215103149414   |
|       141       | 50 |       3921      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.0873711109161377   |
|       141       | 75 |       5247      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.5942630767822266   |
|       142       | 12 |       1125      |             [2, 3, 4, 5, 6]              |      5      |  0.009131908416748047  |
|       142       | 25 |       2216      |             [2, 3, 4, 5, 6]              |      5      |  0.014973163604736328  |
|       142       | 50 |       3932      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.08579301834106445   |
|       142       | 75 |       5253      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.581193208694458    |
|       143       | 12 |       1151      |             [2, 3, 4, 5, 6]              |      5      |  0.006632804870605469  |
|       143       | 25 |       2230      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.018728017807006836  |
|       143       | 50 |       4034      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.09807896614074707   |
|       143       | 75 |       5352      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |    0.58107590675354    |
|       144       | 12 |       1172      |             [2, 3, 4, 5, 6]              |      5      |  0.007378816604614258  |
|       144       | 25 |       2267      |             [2, 3, 4, 5, 6]              |      5      |  0.016211986541748047  |
|       144       | 50 |       4096      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.1009528636932373   |
|       144       | 75 |       5479      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.7028722763061523   |
|       145       | 12 |       1169      |             [2, 3, 4, 5, 6]              |      5      |  0.007364988327026367  |
|       145       | 25 |       2296      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.01757025718688965   |
|       145       | 50 |       4118      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.09674382209777832   |
|       145       | 75 |       5519      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.6770811080932617   |
|       146       | 12 |       1208      |             [2, 3, 4, 5, 6]              |      5      |  0.009245157241821289  |
|       146       | 25 |       2360      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.019381046295166016  |
|       146       | 50 |       4233      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.12073087692260742   |
|       146       | 75 |       5674      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.8130738735198975   |
|       147       | 12 |       1214      |             [2, 3, 4, 5, 6]              |      5      |  0.007879972457885742  |
|       147       | 25 |       2379      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.018563032150268555  |
|       147       | 50 |       4225      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.1044778823852539   |
|       147       | 75 |       5679      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.8366241455078125   |
|       148       | 12 |       1235      |             [2, 3, 4, 5, 6]              |      5      |  0.008020401000976562  |
|       148       | 25 |       2396      |            [2, 3, 4, 5, 6, 7]            |      6      |   0.0200498104095459   |
|       148       | 50 |       4268      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.10294604301452637   |
|       148       | 75 |       5741      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |   0.8467540740966797   |
|       149       | 12 |       1250      |               [2, 3, 4, 5]               |      4      |  0.007081031799316406  |
|       149       | 25 |       2423      |             [2, 3, 4, 5, 6]              |      5      |  0.016752958297729492  |
|       149       | 50 |       4357      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.1094057559967041   |
|       149       | 75 |       5849      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   0.7657861709594727   |
|       150       | 12 |       1268      |               [2, 3, 4, 5]               |      4      |  0.007093906402587891  |
|       150       | 25 |       2476      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.019160985946655273  |
|       150       | 50 |       4433      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.1172490119934082   |
|       150       | 75 |       5940      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.850820779800415    |
|       151       | 12 |       1284      |             [2, 3, 4, 5, 6]              |      5      |  0.010296106338500977  |
|       151       | 25 |       2514      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.020566225051879883  |
|       151       | 50 |       4474      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.11731815338134766   |
|       151       | 75 |       5981      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.8856608867645264   |
|       152       | 12 |       1303      |             [2, 3, 4, 5, 6]              |      5      |  0.010380029678344727  |
|       152       | 25 |       2539      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.01851177215576172   |
|       152       | 50 |       4543      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.12589097023010254   |
|       152       | 75 |       6034      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   0.8424389362335205   |
|       153       | 12 |       1312      |             [2, 3, 4, 5, 6]              |      5      |  0.007932901382446289  |
|       153       | 25 |       2559      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.02016425132751465   |
|       153       | 50 |       4605      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.1252579689025879   |
|       153       | 75 |       6124      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |   0.8492739200592041   |
|       154       | 12 |       1332      |             [2, 3, 4, 5, 6]              |      5      |  0.008241891860961914  |
|       154       | 25 |       2608      |             [2, 3, 4, 5, 6]              |      5      |  0.01883101463317871   |
|       154       | 50 |       4625      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.12469196319580078   |
|       154       | 75 |       6231      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   0.9265580177307129   |
|       155       | 12 |       1363      |             [2, 3, 4, 5, 6]              |      5      |  0.008099079132080078  |
|       155       | 25 |       2676      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.022443056106567383  |
|       155       | 50 |       4730      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.12491321563720703   |
|       155       | 75 |       6295      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.9138131141662598   |
|       156       | 12 |       1363      |             [2, 3, 4, 5, 6]              |      5      |  0.008322000503540039  |
|       156       | 25 |       2679      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.021915197372436523  |
|       156       | 50 |       4773      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |  0.12916994094848633   |
|       156       | 75 |       6379      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.9643559455871582   |
|       157       | 12 |       1395      |             [2, 3, 4, 5, 6]              |      5      |  0.008163928985595703  |
|       157       | 25 |       2717      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.02367115020751953   |
|       157       | 50 |       4825      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.1273820400238037   |
|       157       | 75 |       6464      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   0.9777450561523438   |
|       158       | 12 |       1402      |             [2, 3, 4, 5, 6]              |      5      |  0.008211851119995117  |
|       158       | 25 |       2745      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.02233099937438965   |
|       158       | 50 |       4894      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.1347198486328125   |
|       158       | 75 |       6563      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.0624399185180664   |
|       159       | 12 |       1419      |             [2, 3, 4, 5, 6]              |      5      |  0.01056981086730957   |
|       159       | 25 |       2776      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.023253917694091797  |
|       159       | 50 |       4931      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.13934803009033203   |
|       159       | 75 |       6619      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.0292339324951172   |
|       160       | 12 |       1454      |             [2, 3, 4, 5, 6]              |      5      |  0.008872032165527344  |
|       160       | 25 |       2807      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.025957107543945312  |
|       160       | 50 |       4976      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.14507627487182617   |
|       160       | 75 |       6728      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   1.0907137393951416   |
|       161       | 12 |       1445      |             [2, 3, 4, 5, 6]              |      5      |  0.01082921028137207   |
|       161       | 25 |       2837      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.027274131774902344  |
|       161       | 50 |       5086      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.14798903465270996   |
|       161       | 75 |       6811      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.1672618389129639   |
|       162       | 12 |       1476      |             [2, 3, 4, 5, 6]              |      5      |  0.012372016906738281  |
|       162       | 25 |       2877      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.02413320541381836   |
|       162       | 50 |       5122      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.15153217315673828   |
|       162       | 75 |       6864      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.1595518589019775   |
|       163       | 12 |       1490      |             [2, 3, 4, 5, 6]              |      5      |  0.009505033493041992  |
|       163       | 25 |       2937      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.023727893829345703  |
|       163       | 50 |       5197      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.15572690963745117   |
|       163       | 75 |       6959      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   1.2082469463348389   |
|       164       | 12 |       1503      |             [2, 3, 4, 5, 6]              |      5      |  0.008867979049682617  |
|       164       | 25 |       2962      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.023164033889770508  |
|       164       | 50 |       5274      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.17267990112304688   |
|       164       | 75 |       7034      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.2263689041137695   |
|       165       | 12 |       1538      |             [2, 3, 4, 5, 6]              |      5      |    0.01019287109375    |
|       165       | 25 |       3009      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.027526140213012695  |
|       165       | 50 |       5377      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.17238187789916992   |
|       165       | 75 |       7206      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.3450279235839844   |
|       166       | 12 |       1551      |             [2, 3, 4, 5, 6]              |      5      |  0.008619070053100586  |
|       166       | 25 |       3034      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.022841691970825195  |
|       166       | 50 |       5413      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.17240238189697266   |
|       166       | 75 |       7229      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   1.3426029682159424   |
|       167       | 12 |       1563      |             [2, 3, 4, 5, 6]              |      5      |  0.009409904479980469  |
|       167       | 25 |       3060      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.02416682243347168   |
|       167       | 50 |       5463      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.1783287525177002   |
|       167       | 75 |       7305      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.3383910655975342   |
|       168       | 12 |       1595      |             [2, 3, 4, 5, 6]              |      5      |  0.011106014251708984  |
|       168       | 25 |       3124      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.02667522430419922   |
|       168       | 50 |       5576      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.19509673118591309   |
|       168       | 75 |       7414      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   1.4380311965942383   |
|       169       | 12 |       1617      |             [2, 3, 4, 5, 6]              |      5      |  0.010392189025878906  |
|       169       | 25 |       3169      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.028692960739135742  |
|       169       | 50 |       5617      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.18244504928588867   |
|       169       | 75 |       7488      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.4971671104431152   |
|       170       | 12 |       1624      |             [2, 3, 4, 5, 6]              |      5      |  0.011301755905151367  |
|       170       | 25 |       3185      |            [2, 3, 4, 5, 6, 7]            |      6      |   0.0305330753326416   |
|       170       | 50 |       5644      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.20267295837402344   |
|       170       | 75 |       7550      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   1.5307579040527344   |
|       171       | 12 |       1631      |             [2, 3, 4, 5, 6]              |      5      |  0.010103940963745117  |
|       171       | 25 |       3231      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.029672861099243164  |
|       171       | 50 |       5738      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.20885014533996582   |
|       171       | 75 |       7646      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.5727827548980713   |
|       172       | 12 |       1646      |             [2, 3, 4, 5, 6]              |      5      |  0.010661125183105469  |
|       172       | 25 |       3260      |            [2, 3, 4, 5, 6, 7]            |      6      |   0.030548095703125    |
|       172       | 50 |       5806      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.2026658058166504   |
|       172       | 75 |       7791      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.7327501773834229   |
|       173       | 12 |       1667      |             [2, 3, 4, 5, 6]              |      5      |  0.011184215545654297  |
|       173       | 25 |       3299      |             [2, 3, 4, 5, 6]              |      5      |  0.027105093002319336  |
|       173       | 50 |       5876      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.21922087669372559   |
|       173       | 75 |       7858      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.7341580390930176   |
|       174       | 12 |       1691      |             [2, 3, 4, 5, 6]              |      5      |  0.012407064437866211  |
|       174       | 25 |       3345      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.028555870056152344  |
|       174       | 50 |       5937      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.21909403800964355   |
|       174       | 75 |       7949      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.8744099140167236   |
|       175       | 12 |       1706      |             [2, 3, 4, 5, 6]              |      5      |  0.011304378509521484  |
|       175       | 25 |       3368      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.02793407440185547   |
|       175       | 50 |       5966      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.21328091621398926   |
|       175       | 75 |       8017      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.8105568885803223   |
|       176       | 12 |       1739      |             [2, 3, 4, 5, 6]              |      5      |  0.012440204620361328  |
|       176       | 25 |       3428      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.03335094451904297   |
|       176       | 50 |       6089      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.23723435401916504   |
|       176       | 75 |       8129      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.9244179725646973   |
|       177       | 12 |       1755      |             [2, 3, 4, 5, 6]              |      5      |  0.01295161247253418   |
|       177       | 25 |       3433      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.03828597068786621   |
|       177       | 50 |       6144      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.2344379425048828   |
|       177       | 75 |       8241      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   2.0172598361968994   |
|       178       | 12 |       1780      |             [2, 3, 4, 5, 6]              |      5      |  0.011619091033935547  |
|       178       | 25 |       3481      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.031238079071044922  |
|       178       | 50 |       6185      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.21586084365844727   |
|       178       | 75 |       8293      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   1.9118824005126953   |
|       179       | 12 |       1791      |               [2, 3, 4, 5]               |      4      |  0.010586977005004883  |
|       179       | 25 |       3524      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.035574913024902344  |
|       179       | 50 |       6282      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.24212408065795898   |
|       179       | 75 |       8395      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   2.0306410789489746   |
|       180       | 12 |       1823      |             [2, 3, 4, 5, 6]              |      5      |  0.012167215347290039  |
|       180       | 25 |       3567      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.03419303894042969   |
|       180       | 50 |       6336      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.24882721900939941   |
|       180       | 75 |       8460      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   2.035996913909912    |
|       181       | 12 |       1829      |               [2, 3, 4, 5]               |      4      |  0.011201620101928711  |
|       181       | 25 |       3601      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.035440921783447266  |
|       181       | 50 |       6461      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.2569561004638672   |
|       181       | 75 |       8598      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   2.2014288902282715   |
|       182       | 12 |       1848      |             [2, 3, 4, 5, 6]              |      5      |  0.012167930603027344  |
|       182       | 25 |       3639      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.03464198112487793   |
|       182       | 50 |       6479      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.25151610374450684   |
|       182       | 75 |       8660      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   2.1896820068359375   |
|       183       | 12 |       1891      |             [2, 3, 4, 5, 6]              |      5      |  0.012552976608276367  |
|       183       | 25 |       3701      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.03770184516906738   |
|       183       | 50 |       6578      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.27195072174072266   |
|       183       | 75 |       8787      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   2.3917760848999023   |
|       184       | 12 |       1901      |             [2, 3, 4, 5, 6]              |      5      |  0.018172025680541992  |
|       184       | 25 |       3733      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.03445124626159668   |
|       184       | 50 |       6619      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.2832651138305664   |
|       184       | 75 |       8874      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   2.429579734802246    |
|       185       | 12 |       1929      |             [2, 3, 4, 5, 6]              |      5      |  0.013423919677734375  |
|       185       | 25 |       3761      |          [2, 3, 4, 5, 6, 7, 8]           |      7      |   0.0421750545501709   |
|       185       | 50 |       6667      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.26189088821411133   |
|       185       | 75 |       8872      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   2.1148290634155273   |
|       186       | 12 |       1944      |             [2, 3, 4, 5, 6]              |      5      |  0.012667179107666016  |
|       186       | 25 |       3793      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.036309003829956055  |
|       186       | 50 |       6756      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.27632904052734375   |
|       186       | 75 |       9022      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   2.389439105987549    |
|       187       | 12 |       1958      |             [2, 3, 4, 5, 6]              |      5      |  0.01166391372680664   |
|       187       | 25 |       3855      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.03601479530334473   |
|       187       | 50 |       6895      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |    0.31439208984375    |
|       187       | 75 |       9185      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   2.7171592712402344   |
|       188       | 12 |       1972      |             [2, 3, 4, 5, 6]              |      5      |  0.011876821517944336  |
|       188       | 25 |       3900      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.03639483451843262   |
|       188       | 50 |       6949      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.2909867763519287   |
|       188       | 75 |       9278      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   2.674734115600586    |
|       189       | 12 |       2011      |             [2, 3, 4, 5, 6]              |      5      |  0.013731002807617188  |
|       189       | 25 |       3956      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.039795875549316406  |
|       189       | 50 |       7043      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |   0.3140439987182617   |
|       189       | 75 |       9385      | [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13] |      12     |   2.827186107635498    |
|       190       | 12 |       2022      |             [2, 3, 4, 5, 6]              |      5      |  0.016391754150390625  |
|       190       | 25 |       3966      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.03622913360595703   |
|       190       | 50 |       7077      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.3040120601654053   |
|       190       | 75 |       9468      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   2.9726669788360596   |
|       191       | 12 |       2050      |             [2, 3, 4, 5, 6]              |      5      |  0.014261960983276367  |
|       191       | 25 |       4021      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.037100791931152344  |
|       191       | 50 |       7185      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |  0.31633734703063965   |
|       191       | 75 |       9553      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   2.8953471183776855   |
|       192       | 12 |       2064      |             [2, 3, 4, 5, 6]              |      5      |  0.01542210578918457   |
|       192       | 25 |       4078      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.03809309005737305   |
|       192       | 50 |       7259      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.32419919967651367   |
|       192       | 75 |       9702      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   3.201907157897949    |
|       193       | 12 |       2082      |             [2, 3, 4, 5, 6]              |      5      |  0.016299724578857422  |
|       193       | 25 |       4086      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.040490150451660156  |
|       193       | 50 |       7276      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.32647228240966797   |
|       193       | 75 |       9750      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   3.1024160385131836   |
|       194       | 12 |       2106      |             [2, 3, 4, 5, 6]              |      5      |  0.015010833740234375  |
|       194       | 25 |       4110      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.03649115562438965   |
|       194       | 50 |       7357      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |   0.3342280387878418   |
|       194       | 75 |       9856      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   3.0945000648498535   |
|       195       | 12 |       2132      |             [2, 3, 4, 5, 6]              |      5      |  0.01318979263305664   |
|       195       | 25 |       4191      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.046975135803222656  |
|       195       | 50 |       7451      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |   0.3497340679168701   |
|       195       | 75 |       9968      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   3.3671791553497314   |
|       196       | 12 |       2173      |             [2, 3, 4, 5, 6]              |      5      |  0.013936758041381836  |
|       196       | 25 |       4233      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.038278818130493164  |
|       196       | 50 |       7522      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |   0.3559377193450928   |
|       196       | 75 |      10019      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   3.305263042449951    |
|       197       | 12 |       2188      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.018596887588500977  |
|       197       | 25 |       4291      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.044709205627441406  |
|       197       | 50 |       7637      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |   0.3728981018066406   |
|       197       | 75 |      10162      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   3.592679738998413    |
|       198       | 12 |       2212      |             [2, 3, 4, 5, 6]              |      5      |  0.016969919204711914  |
|       198       | 25 |       4317      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.044857025146484375  |
|       198       | 50 |       7694      |         [2, 3, 4, 5, 6, 7, 8, 9]         |      8      |  0.36166977882385254   |
|       198       | 75 |      10295      |     [2, 3, 4, 5, 6, 7, 8, 9, 10, 11]     |      10     |   3.7709572315216064   |
|       199       | 12 |       2229      |             [2, 3, 4, 5, 6]              |      5      |  0.014380931854248047  |
|       199       | 25 |       4361      |            [2, 3, 4, 5, 6, 7]            |      6      |  0.044831037521362305  |
|       199       | 50 |       7742      |       [2, 3, 4, 5, 6, 7, 8, 9, 10]       |      9      |   0.3668811321258545   |
|       199       | 75 |      10383      |   [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]   |      11     |   3.681572198867798    |
+-----------------+----+-----------------+------------------------------------------+-------------+------------------------+
